,C1,C2,C3,C4,C5,C6,C7
0,-2.933960290989111,0.19874572078562597,0.36694723327357215,1.3399855171354262,-0.3034203720923979,-0.616136914466974,-0.5561997276475087
1,-3.3151159317719245,-0.4830617912732482,0.07865106867188086,0.8443655665121406,-0.5631338647539891,-0.3436250043968271,-0.16034784904795937
2,-3.528412705609155,-0.25975603359853755,0.08916592607364902,0.3067571736696782,-0.17963158343453095,0.026777788866796232,0.08531489897569323
3,-2.8999200139510126,-0.5206274408827668,-1.0463148285409511,-0.8842346569902254,0.8239361034762889,0.24865137457189718,-0.10363671972600279
4,-3.0058131466962665,-0.8325543385193832,-0.27722621604883807,-0.03491222941576579,-0.24752136461579666,0.1865669070155559,-0.11083976741880658
5,-3.307663743384216,-0.34034986028776404,0.383796086784506,0.0923615062840736,-0.30382940928370195,-0.11312484698907772,-0.036767661574808784
6,-2.9885764757010542,-0.718303041288044,0.3180673723418222,0.451164802692961,-0.4680523784467935,-0.16710323796498086,-0.030782620720895038
7,-2.2927002353062083,-0.26149810568478904,0.18248565423436972,-0.15928263686284017,0.12680844633870478,0.07450733539807103,-0.1986836035646441
8,-2.7897339885135963,0.37492203643738176,0.8578318858227745,0.344742930031038,-0.3733626924802708,0.5590837616153301,0.4040069692654785
9,-2.4150539720727395,-0.8708761498591169,-0.6165515782995136,-0.5380227077832321,-0.7426834588760343,0.06640970975748918,0.03933481241493417
10,-2.8950229303229142,-0.3527762542541522,-0.11456436124498602,-0.05890621201507014,-0.544989207658732,0.34034099356194675,0.4661249698836637
11,-2.0895683677952475,-0.49443861286575863,0.12676628135593662,-0.04645120236175904,-0.319590672782847,0.16318859872148567,0.027732139762214777
12,-1.5537796488093354,0.46642140819386735,0.2904169751086367,0.16864477549191817,-0.012669219478606416,-0.0745141501365392,-0.14519984438195804
13,-0.12743273589363394,1.318269086791361,0.17102417766968087,0.43013361666372885,0.9587989307747075,0.07807893017704616,-0.603725907887997
14,-2.177208982473037,-1.1926569314601212,-0.8667171594801716,-0.8608691338860204,0.46519187314613175,0.09067584336918176,0.3781837172655316
15,-1.1506634677138745,0.843847400808369,0.8084642329324686,-0.2269697588383419,0.044106815327291375,-0.4878397364609542,-0.10741083321710125
16,-0.6614198018056306,0.8475750365467313,0.35891451037879735,-1.1319746544939666,0.15610902092455553,-0.37669430615557065,-0.08908735022575846
17,-0.05193551945569004,1.1486586927483566,0.06949448271485749,-1.5713039104858988,-0.28901991070272404,-0.017596696418802925,-0.17783624465154227
18,0.509204657459781,0.9846209364342754,-0.5096774093579827,-0.1507762306725791,0.27722268475886164,0.33422418571087287,-0.1050142123366354
19,0.20524223412992343,0.3974315534767318,-0.12493316495863317,0.3861368814430196,0.882604855798254,0.037625106627206424,0.023015460418744988
20,1.047296241947216,1.5065504665825715,-0.4163251313665411,0.5889358403460552,-0.02433380525582629,0.37782467493334354,-0.21872318958258352
21,-0.5985117250209774,0.4488437189071261,-0.14516977755204596,0.08458578492152045,1.2302838271596772,-0.3107252986061742,0.4229240670499636
22,1.3874188775510041,-1.9063741617777126,-1.0712352114969617,0.3787824651067457,0.9790670773908173,0.23677209404149727,-0.5018678745931174
23,1.2227646024555523,0.024451418522095404,0.3979797994856373,0.626949878999526,1.0758195439096903,0.5370207292949857,-0.26057303538757864
24,-0.06850390834306416,-0.24724671875777293,0.9983286160039856,-1.29783857733634,0.5674062577955767,0.1338054735795744,0.012286626003884596
25,1.265578287151247,1.0404626912425372,-0.4298287321700383,0.4587337859142057,-0.31507221199877083,0.31791884084638283,-0.14453791128823754
26,-0.15733223922758247,0.5533077155547842,-0.14298838057680596,0.9457915074548258,0.3278450522570667,-0.3260028581611676,0.5265606855288233
