,C1,C2,C3,C4,C5,C6,C7
0,0.7578319501328376,0.0034774430072166845,0.011854184512730561,0.1580755336549735,0.00810501682963446,0.033420958911705524,0.02723491295090171
1,0.8860475142298762,0.018813298459170087,0.0004987338278839728,0.05748050818177161,0.02556718184301818,0.009519827679599647,0.0020729357786802324
2,0.9834284774103189,0.0053298540144482345,0.0006280321471105167,0.007433159996987683,0.0025488801897568573,5.6641331176762475e-05,0.0005749549102009754
3,0.7436359469377417,0.023968587781075797,0.09680841219465776,0.06913904909290981,0.06003097585210538,0.005467264252228159,0.0009497638892815266
4,0.911283458137791,0.06991247938671012,0.007751720800823762,0.0001229375894336688,0.006179522374426941,0.0035107406754694166,0.0012391410353450563
5,0.9665926997058405,0.010234154251436985,0.013013732928657469,0.0007536727605927528,0.008155684627168522,0.001130620393421367,0.00011943533288237557
6,0.8931402476145375,0.05159484637471048,0.010116473664201155,0.020354542033443838,0.02190684453212871,0.002792290789726729,9.475499125165184e-05
7,0.9654411823056436,0.01255938470723955,0.006116299266901359,0.004659809286672319,0.0029534364634795644,0.0010195988413998435,0.007250289128664029
8,0.8285459011058961,0.014964869033352928,0.07834212652861597,0.012652656644792681,0.01484064666939689,0.03327704414759382,0.017376755870351857
9,0.7460280525823018,0.09700950096980468,0.048622838030683,0.037025649734883676,0.07055194310001467,0.000564111094177095,0.00019790448813506586
10,0.915741188081619,0.01359776156479344,0.001434061605331949,0.0003791324215097125,0.03245222934518504,0.012656023049183817,0.02373960393237709
11,0.9175723013034014,0.051375005729890184,0.003377027722958393,0.0004534412695099065,0.021464230159451463,0.005596374267801234,0.0001616195469876343
12,0.8711361958795577,0.07849900521039353,0.030433450636291326,0.010262495616568355,5.791711509874001e-05,0.002003478593611228,0.007607456948479214
13,0.004984051182178083,0.533370037536395,0.008977088380732943,0.05678416586503606,0.2821470807649622,0.001871062037152847,0.11186651423354274
14,0.5908597802816529,0.17730266641570214,0.09363516576224468,0.09237585414960794,0.026974191220810295,0.001024866744343796,0.01782747542563823
15,0.442418003982528,0.23793809283376086,0.21840258003238858,0.01721361695293662,0.0006500511706044799,0.07952258462905488,0.0038550703987263965
16,0.15964820392184337,0.26215972054286457,0.04701015514589564,0.46760921074679496,0.008893355464043948,0.05178306624663023,0.0028962879319273426
17,0.0006895978559572192,0.337325327075703,0.0012347174789989967,0.6312295561053933,0.02135612568241641,7.916427270244391e-05,0.008085511528828563
18,0.1515551293121719,0.5666619308814657,0.15183667125585698,0.013287756738822888,0.044920381410334144,0.06529225266883902,0.006445877732509355
