,C1,C2,C3,C4,C5,C6,C7
19,0.0367666343530123,0.1378621660499907,0.01362309839859771,0.13013765557389356,0.6799125131845016,0.0012355942763865215,0.00046233816361765823
20,0.2689705505280889,0.5565869381425278,0.04250410709064133,0.08505534505963361,0.00014520637971249614,0.0350063053215503,0.011731547477845659
21,0.15070612233632738,0.08475705812837327,0.00886620957514755,0.0030100959368161992,0.6367899490613408,0.04061989515716687,0.07525066980482784
22,0.237156301529099,0.44775016698543824,0.14138038150082635,0.01767661904661514,0.11809849529124984,0.006906857573101252,0.031031178073670212
23,0.419882790926825,0.0001678999156639347,0.04447996298049875,0.11038447722095919,0.32502833166046013,0.08098870588276312,0.019067831412830014
24,0.0015202390161614186,0.019803513459621797,0.3228703869236359,0.5456605201086531,0.10429642370781596,0.005800012551090254,4.89042330215479e-05
25,0.4852609320864997,0.3279822353579294,0.05597423711208641,0.06375566090146575,0.03007582169936156,0.03062173756374603,0.0063293752789112725
26,0.014251530437382883,0.17626233115428586,0.011771384676341914,0.5150114411803023,0.061881855123316,0.0611883683483662,0.15963308908000487
27,0.6099561592207875,0.26618988364030394,0.017970841770597563,0.0006787057932525939,0.038632955526777424,0.06275421243907314,0.003817241609207969
28,0.013803006464936663,0.2641308457270859,0.1439199996910339,0.0030144381812611852,0.4234140896435512,0.11581012850256893,0.035907491789562214
29,0.5014408739684676,0.10073119048762269,0.11501987118831997,0.19143903793685216,0.0035212035981652093,0.07854749903726142,0.009300323783310962
30,0.872732267977355,0.0018680686877547055,0.0768287652629744,0.008219965280627468,0.0038828241335274586,0.025727762848489735,0.01074034580927105
31,0.6754311854924354,0.0778758814859256,0.167926132448481,0.002271469982556479,0.0016843656050770513,0.02507962389060215,0.04973134109492238
32,0.7491675471891206,0.00915670296383387,0.01890343157344049,0.04583510203587816,0.16566299583845256,0.006687461810682352,0.0045867585885918825
33,0.7677998374506221,0.01914915969490369,0.07771281691320131,0.1192493747690518,0.0037752693695741243,0.005311992859717663,0.007001548942929282
34,0.5582888068340286,0.19986024602864094,0.05771085879521123,0.14745494486284794,0.024823849168358475,0.007318989640793142,0.0045423046701198845
35,0.6616322209882858,0.10534062159478967,6.495841895731692e-05,0.020850024454377815,0.17317375801541227,0.029034666718794663,0.009903749809382264
36,0.5795741397841596,0.05876009210471031,0.06803069695872821,0.09524839676263099,0.1742787277661767,0.012136013364858386,0.011971933258735995
37,0.4203832421641009,0.14633723487471667,0.23978558742241496,0.11954480337501938,0.06446544015489786,0.00015082294140184043,0.009332869067448409
38,0.7882529808962679,0.1328349219072386,0.0483091211748529,0.007998860094275263,0.007622971449222642,0.006677917629799072,0.008303226848343533
39,0.6406580668411244,0.15517643561016797,0.1051505359468311,0.012304296185153671,0.006788864318735737,0.012176078635793088,0.06774572246219394
40,0.5132349366556249,0.29894568601204413,0.14470021512410636,0.017003460983180608,0.01996270260660008,0.0019136195211676432,0.0042393790972761625
41,0.8544696738368702,0.0799107836975325,0.041243677835321964,0.0031736432171998886,0.0017133404667794391,0.0178609857014186,0.0016278952448772577
42,0.5510714174052234,0.15881668239815996,0.22485271227634848,0.06118542008082405,0.0020716979661732555,0.002001644368264726,4.2550500610808516e-07
43,0.7522950484046477,0.02306329630561621,0.15528362239114835,0.0015673797117296232,0.031621450648499604,0.013587051317594552,0.022582151220763874
